fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,performance
0,0,0,1,1,256,32,1024,46368.4
0,0,0,1,1,64,2,4096,46482.0
0,0,0,1,1,128,2,4096,46338.8
0,0,0,1,1,256,2,4096,46327.4
0,0,0,1,1,64,8,4096,46806.6
0,0,0,1,1,128,8,4096,46615.8
0,0,0,1,1,256,8,4096,46339.4
0,0,0,1,1,64,32,4096,46546.8
0,0,0,1,1,128,32,4096,46343.6
0,0,0,1,1,256,32,4096,46507.4
0,0,1,0,0,64,2,256,46097.4
0,0,1,0,0,128,2,256,46293.4
0,0,1,0,0,256,2,256,46199.6
0,0,1,0,0,64,8,256,46528.8
0,0,1,0,0,128,8,256,46140.0
0,0,1,0,0,256,8,256,46381.6
0,0,1,0,0,64,32,256,46180.0
0,0,1,0,0,128,32,256,46078.8
0,0,1,0,0,256,32,256,46243.2
0,0,1,0,0,64,2,1024,46199.0
0,0,1,0,0,128,2,1024,46254.6
0,0,1,0,0,256,2,1024,46432.2
0,0,1,0,0,64,8,1024,46291.6
0,0,1,0,0,128,8,1024,46245.0
0,0,1,0,0,256,8,1024,46146.2
0,0,1,0,0,64,32,1024,46389.6
0,0,1,0,0,128,32,1024,46138.8
0,0,1,0,0,256,32,1024,46212.8
0,0,1,0,0,64,2,4096,46095.0
0,0,1,0,0,128,2,4096,46307.2
0,0,1,0,0,256,2,4096,46143.4
0,0,1,0,0,64,8,4096,46330.8
0,0,1,0,0,128,8,4096,46163.2
0,0,1,0,0,256,8,4096,46383.4
0,0,1,0,0,64,32,4096,46191.2
0,0,1,0,0,128,32,4096,46233.6
0,0,1,0,0,256,32,4096,46148.2
0,0,1,0,1,64,2,256,46268.8
0,0,1,0,1,128,2,256,46121.0
0,0,1,0,1,256,2,256,46342.0
0,0,1,0,1,64,8,256,46344.4
0,0,1,0,1,128,8,256,46271.0
0,0,1,0,1,256,8,256,46064.6
0,0,1,0,1,64,32,256,46132.4
0,0,1,0,1,128,32,256,46260.2
0,0,1,0,1,256,32,256,46282.0
0,0,1,0,1,64,2,1024,46185.2
0,0,1,0,1,128,2,1024,46229.8
0,0,1,0,1,256,2,1024,46177.2
0,0,1,0,1,64,8,1024,47386.4
0,0,1,0,1,128,8,1024,46365.0
0,0,1,0,1,256,8,1024,46106.2
0,0,1,0,1,64,32,1024,46132.6
0,0,1,0,1,128,32,1024,47486.6
0,0,1,0,1,256,32,1024,45939.8
0,0,1,0,1,64,2,4096,46238.6
0,0,1,0,1,128,2,4096,46359.4
0,0,1,0,1,256,2,4096,46301.0
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,128,8,4096,46545.6
0,0,1,0,1,256,8,4096,46508.6
0,0,1,0,1,64,32,4096,47106.4
0,0,1,0,1,128,32,4096,46408.8
0,0,1,0,1,256,32,4096,47000.2
0,0,1,1,0,64,2,256,46508.8
0,0,1,1,0,128,2,256,46483.8
0,0,1,1,0,256,2,256,46610.2
0,0,1,1,0,64,8,256,46557.4
0,0,1,1,0,128,8,256,47257.2
0,0,1,1,0,256,8,256,46479.8
0,0,1,1,0,64,32,256,46700.8
0,0,1,1,0,128,32,256,46471.0
0,0,1,1,0,256,32,256,46622.6
0,0,1,1,0,64,2,1024,46456.0
0,0,1,1,0,128,2,1024,46881.4
0,0,1,1,0,256,2,1024,46729.2
0,0,1,1,0,64,8,1024,46966.4
0,0,1,1,0,128,8,1024,47024.0
0,0,1,1,0,256,8,1024,46903.4
0,0,1,1,0,64,32,1024,46819.6
0,0,1,1,0,128,32,1024,46495.6
0,0,1,1,0,256,32,1024,47774.0
0,0,1,1,0,64,2,4096,46806.8
0,0,1,1,0,128,2,4096,46450.2
0,0,1,1,0,256,2,4096,46625.0
0,0,1,1,0,64,8,4096,46665.2
0,0,1,1,0,128,8,4096,46503.2
0,0,1,1,0,256,8,4096,46502.6
0,0,1,1,0,64,32,4096,46914.0
0,0,1,1,0,128,32,4096,46256.6
0,0,1,1,0,256,32,4096,47278.0
0,0,1,1,1,64,2,256,46643.2
0,0,1,1,1,128,2,256,46688.4
0,0,1,1,1,256,2,256,46651.4
0,0,1,1,1,64,8,256,46834.4
0,0,1,1,1,128,8,256,46778.0
0,0,1,1,1,256,8,256,46788.6
0,0,1,1,1,64,32,256,46565.6
0,0,1,1,1,128,32,256,46567.8
0,0,1,1,1,256,32,256,46605.0
0,0,1,1,1,64,2,1024,46681.8
0,0,1,1,1,128,2,1024,46692.6
0,0,1,1,1,256,2,1024,47568.6
0,0,1,1,1,64,8,1024,46645.6
0,0,1,1,1,128,8,1024,46669.0
0,0,1,1,1,256,8,1024,46796.2
0,0,1,1,1,64,32,1024,46610.2
0,0,1,1,1,128,32,1024,46659.6
0,0,1,1,1,256,32,1024,46821.8
0,0,1,1,1,64,2,4096,46572.8
0,0,1,1,1,128,2,4096,46785.8
0,0,1,1,1,256,2,4096,46800.0
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,128,8,4096,46649.4
0,0,1,1,1,256,8,4096,46812.0
0,0,1,1,1,64,32,4096,46738.6
0,0,1,1,1,128,32,4096,46593.6
0,0,1,1,1,256,32,4096,46299.2
0,1,0,0,0,64,2,256,46500.4
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,0,256,2,256,46440.0
0,1,0,0,0,64,8,256,46403.8
0,1,0,0,0,128,8,256,46318.0
0,1,0,0,0,256,8,256,46335.6
0,1,0,0,0,64,32,256,46122.2
0,1,0,0,0,128,32,256,46158.4
0,1,0,0,0,256,32,256,46178.0
0,1,0,0,0,64,2,1024,46111.6
0,1,0,0,0,128,2,1024,46240.8
0,1,0,0,0,256,2,1024,46248.8
0,1,0,0,0,64,8,1024,46294.0
0,1,0,0,0,128,8,1024,45980.8
0,1,0,0,0,256,8,1024,46097.6
0,1,0,0,0,64,32,1024,46224.0
0,1,0,0,0,128,32,1024,46341.0
0,1,0,0,0,256,32,1024,46094.8
0,1,0,0,0,64,2,4096,46154.0
0,1,0,0,0,128,2,4096,46368.8
0,1,0,0,0,256,2,4096,46096.4
0,1,0,0,0,64,8,4096,46264.8
0,1,0,0,0,128,8,4096,46379.2
0,1,0,0,0,256,8,4096,46102.0
0,1,0,0,0,64,32,4096,46336.2
0,1,0,0,0,128,32,4096,46197.8
0,1,0,0,0,256,32,4096,46039.0
0,1,0,0,1,64,2,256,46143.2
0,1,0,0,1,128,2,256,47040.2
0,1,0,0,1,256,2,256,46288.6
0,1,0,0,1,64,8,256,46237.6
0,1,0,0,1,128,8,256,46673.2
0,1,0,0,1,256,8,256,46192.0
0,1,0,0,1,64,32,256,46155.2
0,1,0,0,1,128,32,256,46355.2
0,1,0,0,1,256,32,256,46163.4
0,1,0,0,1,64,2,1024,46267.8
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,256,2,1024,46142.2
0,1,0,0,1,64,8,1024,46054.6
0,1,0,0,1,128,8,1024,46124.2
0,1,0,0,1,256,8,1024,46358.2
0,1,0,0,1,64,32,1024,46172.8
0,1,0,0,1,128,32,1024,46405.0
0,1,0,0,1,256,32,1024,46191.2
0,1,0,0,1,64,2,4096,46135.0
0,1,0,0,1,128,2,4096,46277.6
0,1,0,0,1,256,2,4096,46310.8
0,1,0,0,1,64,8,4096,46203.2
0,1,0,0,1,128,8,4096,46303.0
0,1,0,0,1,256,8,4096,46133.4
0,1,0,0,1,64,32,4096,46295.6
0,1,0,0,1,128,32,4096,46213.6
0,1,0,0,1,256,32,4096,46104.2
0,1,0,1,0,64,2,256,46355.4
0,1,0,1,0,128,2,256,46584.8
0,1,0,1,0,256,2,256,46594.4
0,1,0,1,0,64,8,256,46431.0
0,1,0,1,0,128,8,256,46439.6
0,1,0,1,0,256,8,256,46658.8
0,1,0,1,0,64,32,256,46886.0
0,1,0,1,0,128,32,256,47359.0
0,1,0,1,0,256,32,256,46333.0
0,1,0,1,0,64,2,1024,46447.6
0,1,0,1,0,128,2,1024,46599.4
0,1,0,1,0,256,2,1024,46350.2
0,1,0,1,0,64,8,1024,46348.8
0,1,0,1,0,128,8,1024,46356.0
0,1,0,1,0,256,8,1024,46598.6
0,1,0,1,0,64,32,1024,47346.8
0,1,0,1,0,128,32,1024,47239.8
0,1,0,1,0,256,32,1024,47549.4
0,1,0,1,0,64,2,4096,46433.0
0,1,0,1,0,128,2,4096,46394.4
0,1,0,1,0,256,2,4096,47670.8
0,1,0,1,0,64,8,4096,46203.0
0,1,0,1,0,128,8,4096,46586.4
0,1,0,1,0,256,8,4096,46431.0
0,1,0,1,0,64,32,4096,46404.0
0,1,0,1,0,128,32,4096,46190.0
0,1,0,1,0,256,32,4096,46756.0
0,1,0,1,1,64,2,256,46400.6
0,1,0,1,1,128,2,256,46367.0
0,1,0,1,1,256,2,256,46319.0
0,1,0,1,1,64,8,256,46752.4
0,1,0,1,1,128,8,256,47454.8
0,1,0,1,1,256,8,256,46453.0
0,1,0,1,1,64,32,256,46402.4
0,1,0,1,1,128,32,256,46423.2
0,1,0,1,1,256,32,256,46634.4
0,1,0,1,1,64,2,1024,46520.6
0,1,0,1,1,128,2,1024,46445.4
0,1,0,1,1,256,2,1024,46417.0
0,1,0,1,1,64,8,1024,47491.4
0,1,0,1,1,128,8,1024,47354.4
0,1,0,1,1,256,8,1024,46605.0
0,1,0,1,1,64,32,1024,46378.6
0,1,0,1,1,128,32,1024,46648.6
0,1,0,1,1,256,32,1024,46390.0
0,1,0,1,1,64,2,4096,46521.2
0,1,0,1,1,128,2,4096,46322.4
0,1,0,1,1,256,2,4096,46615.0
0,1,0,1,1,64,8,4096,46329.0
0,1,0,1,1,128,8,4096,46535.6
0,1,0,1,1,256,8,4096,46447.6
0,1,0,1,1,64,32,4096,46490.6
0,1,0,1,1,128,32,4096,46394.0
0,1,0,1,1,256,32,4096,47368.0
0,1,1,0,0,64,2,256,46338.6
0,1,1,0,0,128,2,256,46183.8
0,1,1,0,0,256,2,256,46407.8
0,1,1,0,0,64,8,256,45922.8
0,1,1,0,0,128,8,256,46214.6
0,1,1,0,0,256,8,256,46092.0
0,1,1,0,0,64,32,256,46144.0
0,1,1,0,0,128,32,256,46144.0
0,1,1,0,0,256,32,256,46640.6
0,1,1,0,0,64,2,1024,46321.6
0,1,1,0,0,128,2,1024,47200.2
0,1,1,0,0,256,2,1024,46191.4
0,1,1,0,0,64,8,1024,46317.8
0,1,1,0,0,128,8,1024,46539.2
0,1,1,0,0,256,8,1024,47095.6
0,1,1,0,0,64,32,1024,46145.0
0,1,1,0,0,128,32,1024,46311.2
0,1,1,0,0,256,32,1024,46047.4
0,1,1,0,0,64,2,4096,46357.8
0,1,1,0,0,128,2,4096,46235.8
0,1,1,0,0,256,2,4096,46427.0
0,1,1,0,0,64,8,4096,46121.6
0,1,1,0,0,128,8,4096,46157.6
0,1,1,0,0,256,8,4096,46382.8
0,1,1,0,0,64,32,4096,46715.4
0,1,1,0,0,128,32,4096,46145.8
0,1,1,0,0,256,32,4096,46191.2
0,1,1,0,1,64,2,256,46194.4
0,1,1,0,1,128,2,256,46285.6
0,1,1,0,1,256,2,256,46083.6
0,1,1,0,1,64,8,256,46219.0
0,1,1,0,1,128,8,256,46212.4
0,1,1,0,1,256,8,256,47092.0
0,1,1,0,1,64,32,256,46325.8
0,1,1,0,1,128,32,256,46129.8
0,1,1,0,1,256,32,256,46169.8
0,1,1,0,1,64,2,1024,46614.4
0,1,1,0,1,128,2,1024,46282.6
0,1,1,0,1,256,2,1024,46256.8
0,1,1,0,1,64,8,1024,46293.6
0,1,1,0,1,128,8,1024,46188.8
0,1,1,0,1,256,8,1024,46398.4
0,1,1,0,1,64,32,1024,46469.6
0,1,1,0,1,128,32,1024,46436.8
0,1,1,0,1,256,32,1024,46493.8
0,1,1,0,1,64,2,4096,46299.4
0,1,1,0,1,128,2,4096,46615.0
0,1,1,0,1,256,2,4096,46381.4
0,1,1,0,1,64,8,4096,46694.0
0,1,1,0,1,128,8,4096,46460.8
0,1,1,0,1,256,8,4096,46207.2
0,1,1,0,1,64,32,4096,46412.4
0,1,1,0,1,128,32,4096,46577.6
0,1,1,0,1,256,32,4096,46447.8
0,1,1,1,0,64,2,256,46507.8
0,1,1,1,0,128,2,256,46517.8
0,1,1,1,0,256,2,256,46517.2
0,1,1,1,0,64,8,256,46687.4
0,1,1,1,0,128,8,256,46558.0
0,1,1,1,0,256,8,256,46539.6
0,1,1,1,0,64,32,256,46517.6
0,1,1,1,0,128,32,256,46666.8
0,1,1,1,0,256,32,256,46431.0
0,1,1,1,0,64,2,1024,46505.8
0,1,1,1,0,128,2,1024,46400.2
0,1,1,1,0,256,2,1024,46750.8
0,1,1,1,0,64,8,1024,46311.6
0,1,1,1,0,128,8,1024,46551.0
0,1,1,1,0,256,8,1024,46824.8
0,1,1,1,0,64,32,1024,46801.8
0,1,1,1,0,128,32,1024,46795.6
0,1,1,1,0,256,32,1024,46477.8
0,1,1,1,0,64,2,4096,46404.4
0,1,1,1,0,128,2,4096,47187.0
0,1,1,1,0,256,2,4096,46688.0
0,1,1,1,0,64,8,4096,46771.0
0,1,1,1,0,128,8,4096,46599.8
0,1,1,1,0,256,8,4096,47064.8
0,1,1,1,0,64,32,4096,46414.2
0,1,1,1,0,128,32,4096,46612.8
0,1,1,1,0,256,32,4096,46451.4
0,1,1,1,1,64,2,256,46733.2
0,1,1,1,1,128,2,256,46463.2
0,1,1,1,1,256,2,256,46692.8
0,1,1,1,1,64,8,256,46723.2
0,1,1,1,1,128,8,256,46554.0
0,1,1,1,1,256,8,256,46778.4
0,1,1,1,1,64,32,256,46707.6
0,1,1,1,1,128,32,256,46742.0
0,1,1,1,1,256,32,256,46982.0
0,1,1,1,1,64,2,1024,46856.0
0,1,1,1,1,128,2,1024,46877.2
0,1,1,1,1,256,2,1024,46812.2
0,1,1,1,1,64,8,1024,46751.8
0,1,1,1,1,128,8,1024,46970.2
0,1,1,1,1,256,8,1024,46674.6
0,1,1,1,1,64,32,1024,47233.2
0,1,1,1,1,128,32,1024,46752.2
0,1,1,1,1,256,32,1024,46796.2
0,1,1,1,1,64,2,4096,46733.4
0,1,1,1,1,128,2,4096,47014.0
0,1,1,1,1,256,2,4096,46885.8
0,1,1,1,1,64,8,4096,46753.4
0,1,1,1,1,128,8,4096,46800.8
0,1,1,1,1,256,8,4096,46925.4
0,1,1,1,1,64,32,4096,46849.4
0,1,1,1,1,128,32,4096,46787.2
0,1,1,1,1,256,32,4096,46325.4
1,0,0,0,0,64,2,256,136455.8
1,0,0,0,0,128,2,256,133624.8
1,0,0,0,0,256,2,256,135069.0
1,0,0,0,0,64,8,256,134959.4
1,0,0,0,0,128,8,256,133984.8
1,0,0,0,0,256,8,256,134915.4
1,0,0,0,0,64,32,256,129289.6
1,0,0,0,0,128,32,256,135706.6
1,0,0,0,0,256,32,256,132823.0
1,0,0,0,0,64,2,1024,131859.6
1,0,0,0,0,128,2,1024,131468.0
1,0,0,0,0,256,2,1024,134031.2
1,0,0,0,0,64,8,1024,132700.0
1,0,0,0,0,128,8,1024,130750.8
1,0,0,0,0,256,8,1024,131793.4
1,0,0,0,0,64,32,1024,135660.4
1,0,0,0,0,128,32,1024,127243.8
1,0,0,0,0,256,32,1024,136341.4
1,0,0,0,0,64,2,4096,132542.0
1,0,0,0,0,128,2,4096,133393.2
1,0,0,0,0,256,2,4096,132200.2
1,0,0,0,0,64,8,4096,130604.8
1,0,0,0,0,128,8,4096,135612.4
1,0,0,0,0,256,8,4096,135307.4
1,0,0,0,0,64,32,4096,131737.4
1,0,0,0,0,128,32,4096,132886.0
1,0,0,0,0,256,32,4096,134589.6
1,0,0,0,1,64,2,256,133882.4
1,0,0,0,1,128,2,256,135331.6
1,0,0,0,1,256,2,256,133749.0
1,0,0,0,1,64,8,256,133634.4
1,0,0,0,1,128,8,256,133596.6
1,0,0,0,1,256,8,256,136333.8
1,0,0,0,1,64,32,256,134278.2
1,0,0,0,1,128,32,256,133749.4
1,0,0,0,1,256,32,256,135823.2
1,0,0,0,1,64,2,1024,132218.0
1,0,0,0,1,128,2,1024,135630.0
1,0,0,0,1,256,2,1024,130366.8
1,0,0,0,1,64,8,1024,134427.4
1,0,0,0,1,128,8,1024,130543.6
1,0,0,0,1,256,8,1024,135761.2
1,0,0,0,1,64,32,1024,130868.6
1,0,0,0,1,128,32,1024,132768.2
1,0,0,0,1,256,32,1024,139426.0
1,0,0,0,1,64,2,4096,132637.0
1,0,0,0,1,128,2,4096,132203.6
1,0,0,0,1,256,2,4096,132963.8
1,0,0,0,1,64,8,4096,129471.0
1,0,0,0,1,128,8,4096,140983.4
1,0,0,0,1,256,8,4096,131261.2
1,0,0,0,1,64,32,4096,128417.8
1,0,0,0,1,128,32,4096,132338.6
1,0,0,0,1,256,32,4096,129652.6
1,0,0,1,0,64,2,256,132473.4
1,0,0,1,0,128,2,256,132275.4
1,0,0,1,0,256,2,256,131727.4
1,0,0,1,0,64,8,256,133164.4
1,0,0,1,0,128,8,256,132011.0
1,0,0,1,0,256,8,256,134239.4
1,0,0,1,0,64,32,256,130240.8
1,0,0,1,0,128,32,256,134485.2
1,0,0,1,0,256,32,256,135844.0
1,0,0,1,0,64,2,1024,130483.0
1,0,0,1,0,128,2,1024,131781.2
1,0,0,1,0,256,2,1024,133313.6
1,0,0,1,0,64,8,1024,131169.0
1,0,0,1,0,128,8,1024,136143.6
1,0,0,1,0,256,8,1024,132022.4
1,0,0,1,0,64,32,1024,133348.2
1,0,0,1,0,128,32,1024,130621.6
1,0,0,1,0,256,32,1024,133283.0
1,0,0,1,0,64,2,4096,128320.8
1,0,0,1,0,128,2,4096,134138.8
1,0,0,1,0,256,2,4096,133050.0
1,0,0,1,0,64,8,4096,134655.4
1,0,0,1,0,128,8,4096,131102.8
1,0,0,1,0,256,8,4096,131930.8
1,0,0,1,0,64,32,4096,130955.8
1,0,0,1,0,128,32,4096,133001.4
1,0,0,1,0,256,32,4096,133534.2
1,0,0,1,1,64,2,256,131695.0
1,0,0,1,1,128,2,256,131667.8
1,0,0,1,1,256,2,256,131810.4
1,0,0,1,1,64,8,256,136979.0
1,0,0,1,1,128,8,256,132351.4
1,0,0,1,1,256,8,256,135852.4
1,0,0,1,1,64,32,256,134738.8
1,0,0,1,1,128,32,256,135614.0
1,0,0,1,1,256,32,256,135542.6
1,0,0,1,1,64,2,1024,133912.8
1,0,0,1,1,128,2,1024,136545.2
1,0,0,1,1,256,2,1024,135362.8
1,0,0,1,1,64,8,1024,135458.2
1,0,0,1,1,128,8,1024,135632.6
1,0,0,1,1,256,8,1024,135590.6
1,0,0,1,1,64,32,1024,131342.8
1,0,0,1,1,128,32,1024,135249.8
1,0,0,1,1,256,32,1024,135168.4
1,0,0,1,1,64,2,4096,133870.0
1,0,0,1,1,128,2,4096,134644.0
1,0,0,1,1,256,2,4096,134019.0
1,0,0,1,1,64,8,4096,134738.4
1,0,0,1,1,128,8,4096,133106.0
1,0,0,1,1,256,8,4096,134113.2
1,0,0,1,1,64,32,4096,134370.8
1,0,0,1,1,128,32,4096,132487.4
1,0,0,1,1,256,32,4096,131185.4
1,0,1,0,0,64,2,256,136890.4
1,0,1,0,0,128,2,256,135048.6
1,0,1,0,0,256,2,256,136837.8
1,0,1,0,0,64,8,256,131837.2
1,0,1,0,0,128,8,256,131236.6
1,0,1,0,0,256,8,256,133510.4
1,0,1,0,0,64,32,256,137127.0
1,0,1,0,0,128,32,256,135051.0
1,0,1,0,0,256,32,256,136622.0
1,0,1,0,0,64,2,1024,135076.2
1,0,1,0,0,128,2,1024,137218.2
1,0,1,0,0,256,2,1024,135993.4
1,0,1,0,0,64,8,1024,133410.0
1,0,1,0,0,128,8,1024,130578.0
1,0,1,0,0,256,8,1024,138245.2
1,0,1,0,0,64,32,1024,134519.0
1,0,1,0,0,128,32,1024,135323.2
1,0,1,0,0,256,32,1024,134646.2
1,0,1,0,0,64,2,4096,134209.2
1,0,1,0,0,128,2,4096,138294.4
1,0,1,0,0,256,2,4096,134997.4
1,0,1,0,0,64,8,4096,136884.0
1,0,1,0,0,128,8,4096,133337.6
1,0,1,0,0,256,8,4096,137294.8
1,0,1,0,0,64,32,4096,135630.0
1,0,1,0,0,128,32,4096,137057.4
1,0,1,0,0,256,32,4096,138631.4
1,0,1,0,1,64,2,256,134987.2
1,0,1,0,1,128,2,256,136870.8
1,0,1,0,1,256,2,256,135600.2
1,0,1,0,1,64,8,256,138369.4
1,0,1,0,1,128,8,256,136260.8
1,0,1,0,1,256,8,256,134102.0
1,0,1,0,1,64,32,256,134956.0
1,0,1,0,1,128,32,256,134666.4
1,0,1,0,1,256,32,256,137280.0
1,0,1,0,1,64,2,1024,131850.2
1,0,1,0,1,128,2,1024,135485.6
1,0,1,0,1,256,2,1024,134831.6
1,0,1,0,1,64,8,1024,135714.8
1,0,1,0,1,128,8,1024,136768.0
1,0,1,0,1,256,8,1024,134254.2
1,0,1,0,1,64,32,1024,138701.4
1,0,1,0,1,128,32,1024,140847.2
1,0,1,0,1,256,32,1024,134690.4
1,0,1,0,1,64,2,4096,137289.0
1,0,1,0,1,128,2,4096,139647.8
1,0,1,0,1,256,2,4096,134923.2
1,0,1,0,1,64,8,4096,135161.2
1,0,1,0,1,128,8,4096,137829.6
1,0,1,0,1,256,8,4096,136736.2
1,0,1,0,1,64,32,4096,135629.4
1,0,1,0,1,128,32,4096,138524.6
1,0,1,0,1,256,32,4096,138982.6
1,0,1,1,0,64,2,256,140491.6
1,0,1,1,0,128,2,256,138332.6
1,0,1,1,0,256,2,256,140950.6
1,0,1,1,0,64,8,256,141618.4
1,0,1,1,0,128,8,256,142638.0
1,0,1,1,0,256,8,256,139655.8
1,0,1,1,0,64,32,256,140165.6
1,0,1,1,0,128,32,256,140915.4
1,0,1,1,0,256,32,256,140016.8
1,0,1,1,0,64,2,1024,140228.0
1,0,1,1,0,128,2,1024,140842.0
1,0,1,1,0,256,2,1024,136959.4
1,0,1,1,0,64,8,1024,138765.2
1,0,1,1,0,128,8,1024,138096.8
1,0,1,1,0,256,8,1024,140390.4
1,0,1,1,0,64,32,1024,139522.4
1,0,1,1,0,128,32,1024,138660.8
1,0,1,1,0,256,32,1024,143943.2
1,0,1,1,0,64,2,4096,140311.8
1,0,1,1,0,128,2,4096,131911.2
1,0,1,1,0,256,2,4096,139497.4
1,0,1,1,0,64,8,4096,139204.2
1,0,1,1,0,128,8,4096,136843.8
1,0,1,1,0,256,8,4096,135527.8
1,0,1,1,0,64,32,4096,138943.4
1,0,1,1,0,128,32,4096,138185.4
1,0,1,1,0,256,32,4096,138895.2
1,0,1,1,1,64,2,256,135234.0
1,0,1,1,1,128,2,256,141082.4
1,0,1,1,1,256,2,256,136546.2
1,0,1,1,1,64,8,256,138112.8
1,0,1,1,1,128,8,256,136436.0
1,0,1,1,1,256,8,256,136729.2
1,0,1,1,1,64,32,256,139137.0
1,0,1,1,1,128,32,256,137237.2
1,0,1,1,1,256,32,256,137724.2
1,0,1,1,1,64,2,1024,135739.2
1,0,1,1,1,128,2,1024,137186.6
1,0,1,1,1,256,2,1024,139540.2
1,0,1,1,1,64,8,1024,142008.0
1,0,1,1,1,128,8,1024,139292.8
1,0,1,1,1,256,8,1024,134859.0
1,0,1,1,1,64,32,1024,141022.0
1,0,1,1,1,128,32,1024,142199.6
1,0,1,1,1,256,32,1024,139302.2
1,0,1,1,1,64,2,4096,139900.6
1,0,1,1,1,128,2,4096,140684.8
